dia_simulacion;producto_codigo;producto_id;region;demanda_base;disrupcion_key;multiplicador_disrupcion;fuente;
-18;ED-750;3;Pacífica;37;;1.0;sistema;
-18;ED-1L;4;Amazonía;36;;1.0;sistema;
-18;ED-1L;4;Andina;50;;1.0;sistema;
-18;ED-1L;4;Caribe;49;;1.0;sistema;
-18;ED-1L;4;Orinoquía;39;;1.0;sistema;
-18;ED-1L;4;Pacífica;43;;1.0;sistema;
-18;SR-750;5;Amazonía;30;;1.0;sistema;
-18;SR-750;5;Andina;52;;1.0;sistema;
-18;SR-750;5;Caribe;44;;1.0;sistema;
-18;SR-750;5;Orinoquía;33;;1.0;sistema;
-18;SR-750;5;Pacífica;42;;1.0;sistema;
-18;SR-1L;6;Amazonía;40;;1.0;sistema;
-18;SR-1L;6;Andina;53;;1.0;sistema;
-18;SR-1L;6;Caribe;50;;1.0;sistema;
-18;SR-1L;6;Orinoquía;43;;1.0;sistema;
-18;SR-1L;6;Pacífica;45;;1.0;sistema;
-18;OP-750;7;Amazonía;33;;1.0;sistema;
-18;OP-750;7;Andina;59;;1.0;sistema;
-18;OP-750;7;Caribe;41;;1.0;sistema;
-18;OP-750;7;Orinoquía;36;;1.0;sistema;
-18;OP-750;7;Pacífica;38;;1.0;sistema;
-18;OP-1L;8;Amazonía;23;;1.0;sistema;
-18;OP-1L;8;Andina;46;;1.0;sistema;
-18;OP-1L;8;Caribe;34;;1.0;sistema;
-18;OP-1L;8;Orinoquía;24;;1.0;sistema;
-18;OP-1L;8;Pacífica;27;;1.0;sistema;
-17;SV-750;1;Amazonía;19;;1.0;sistema;
-17;SV-750;1;Andina;32;;1.0;sistema;
-17;SV-750;1;Caribe;26;;1.0;sistema;
-17;SV-750;1;Orinoquía;21;;1.0;sistema;
-17;SV-750;1;Pacífica;22;;1.0;sistema;
-17;SV-1L;2;Amazonía;30;;1.0;sistema;
-17;SV-1L;2;Andina;48;;1.0;sistema;
-17;SV-1L;2;Caribe;41;;1.0;sistema;
-17;SV-1L;2;Orinoquía;34;;1.0;sistema;
-17;SV-1L;2;Pacífica;38;;1.0;sistema;
-17;ED-750;3;Amazonía;45;;1.0;sistema;
-17;ED-750;3;Andina;73;;1.0;sistema;
-17;ED-750;3;Caribe;63;;1.0;sistema;
-17;ED-750;3;Orinoquía;47;;1.0;sistema;
-17;ED-750;3;Pacífica;54;;1.0;sistema;
-17;ED-1L;4;Amazonía;41;;1.0;sistema;
-17;ED-1L;4;Andina;60;;1.0;sistema;
-17;ED-1L;4;Caribe;48;;1.0;sistema;
-17;ED-1L;4;Orinoquía;42;;1.0;sistema;
-17;ED-1L;4;Pacífica;47;;1.0;sistema;
-17;SR-750;5;Amazonía;13;;1.0;sistema;
-17;SR-750;5;Andina;24;;1.0;sistema;
-17;SR-750;5;Caribe;18;;1.0;sistema;
-17;SR-750;5;Orinoquía;15;;1.0;sistema;
-17;SR-750;5;Pacífica;16;;1.0;sistema;
-17;SR-1L;6;Amazonía;29;;1.0;sistema;
-17;SR-1L;6;Andina;59;;1.0;sistema;
-17;SR-1L;6;Caribe;46;;1.0;sistema;
-17;SR-1L;6;Orinoquía;35;;1.0;sistema;
-17;SR-1L;6;Pacífica;36;;1.0;sistema;
-17;OP-750;7;Amazonía;51;;1.0;sistema;
-17;OP-750;7;Andina;89;;1.0;sistema;
-17;OP-750;7;Caribe;71;;1.0;sistema;
-17;OP-750;7;Orinoquía;64;;1.0;sistema;
-17;OP-750;7;Pacífica;69;;1.0;sistema;
-17;OP-1L;8;Amazonía;17;;1.0;sistema;
-17;OP-1L;8;Andina;28;;1.0;sistema;
-17;OP-1L;8;Caribe;23;;1.0;sistema;
-17;OP-1L;8;Orinoquía;18;;1.0;sistema;
-17;OP-1L;8;Pacífica;22;;1.0;sistema;
-16;SV-750;1;Amazonía;31;;1.0;sistema;
-16;SV-750;1;Andina;58;;1.0;sistema;
-16;SV-750;1;Caribe;47;;1.0;sistema;
-16;SV-750;1;Orinoquía;37;;1.0;sistema;
-16;SV-750;1;Pacífica;44;;1.0;sistema;
-16;SV-1L;2;Amazonía;34;;1.0;sistema;
-16;SV-1L;2;Andina;56;;1.0;sistema;
-16;SV-1L;2;Caribe;43;;1.0;sistema;
-16;SV-1L;2;Orinoquía;36;;1.0;sistema;
-16;SV-1L;2;Pacífica;37;;1.0;sistema;
-16;ED-750;3;Amazonía;62;;1.0;sistema;
-16;ED-750;3;Andina;95;;1.0;sistema;
-16;ED-750;3;Caribe;90;;1.0;sistema;
-16;ED-750;3;Orinoquía;71;;1.0;sistema;
-16;ED-750;3;Pacífica;72;;1.0;sistema;
-16;ED-1L;4;Amazonía;54;;1.0;sistema;
-16;ED-1L;4;Andina;95;;1.0;sistema;
-16;ED-1L;4;Caribe;79;;1.0;sistema;
-16;ED-1L;4;Orinoquía;61;;1.0;sistema;
-16;ED-1L;4;Pacífica;62;;1.0;sistema;
-16;SR-750;5;Amazonía;27;;1.0;sistema;
-16;SR-750;5;Andina;51;;1.0;sistema;
-16;SR-750;5;Caribe;48;;1.0;sistema;
-16;SR-750;5;Orinoquía;30;;1.0;sistema;
-16;SR-750;5;Pacífica;36;;1.0;sistema;
-16;SR-1L;6;Amazonía;32;;1.0;sistema;
-16;SR-1L;6;Andina;53;;1.0;sistema;
-16;SR-1L;6;Caribe;44;;1.0;sistema;
-16;SR-1L;6;Orinoquía;34;;1.0;sistema;
-16;SR-1L;6;Pacífica;35;;1.0;sistema;
-16;OP-750;7;Amazonía;37;;1.0;sistema;
-16;OP-750;7;Andina;56;;1.0;sistema;
-16;OP-750;7;Caribe;45;;1.0;sistema;
-16;OP-750;7;Orinoquía;39;;1.0;sistema;
-16;OP-750;7;Pacífica;43;;1.0;sistema;
-16;OP-1L;8;Amazonía;27;;1.0;sistema;
-16;OP-1L;8;Andina;42;;1.0;sistema;
-16;OP-1L;8;Caribe;41;;1.0;sistema;
-16;OP-1L;8;Orinoquía;29;;1.0;sistema;
-16;OP-1L;8;Pacífica;34;;1.0;sistema;
-15;SV-750;1;Amazonía;39;;1.0;sistema;
-15;SV-750;1;Andina;55;;1.0;sistema;
-15;SV-750;1;Caribe;51;;1.0;sistema;
-15;SV-750;1;Orinoquía;45;;1.0;sistema;
-15;SV-750;1;Pacífica;49;;1.0;sistema;
-15;SV-1L;2;Amazonía;20;;1.0;sistema;
-15;SV-1L;2;Andina;46;;1.0;sistema;
-15;SV-1L;2;Caribe;41;;1.0;sistema;
-15;SV-1L;2;Orinoquía;22;;1.0;sistema;
-15;SV-1L;2;Pacífica;30;;1.0;sistema;
-15;ED-750;3;Amazonía;37;;1.0;sistema;
-15;ED-750;3;Andina;60;;1.0;sistema;
-15;ED-750;3;Caribe;51;;1.0;sistema;
-15;ED-750;3;Orinoquía;43;;1.0;sistema;
-15;ED-750;3;Pacífica;45;;1.0;sistema;
-15;ED-1L;4;Amazonía;28;;1.0;sistema;
-15;ED-1L;4;Andina;45;;1.0;sistema;
-15;ED-1L;4;Caribe;36;;1.0;sistema;
-15;ED-1L;4;Orinoquía;31;;1.0;sistema;
-15;ED-1L;4;Pacífica;33;;1.0;sistema;
-15;SR-750;5;Amazonía;36;;1.0;sistema;
-15;SR-750;5;Andina;60;;1.0;sistema;
-15;SR-750;5;Caribe;51;;1.0;sistema;
-15;SR-750;5;Orinoquía;41;;1.0;sistema;
-15;SR-750;5;Pacífica;48;;1.0;sistema;
-15;SR-1L;6;Amazonía;35;;1.0;sistema;
-15;SR-1L;6;Andina;60;;1.0;sistema;
-15;SR-1L;6;Caribe;53;;1.0;sistema;
-15;SR-1L;6;Orinoquía;40;;1.0;sistema;
-15;SR-1L;6;Pacífica;41;;1.0;sistema;
-15;OP-750;7;Amazonía;31;;1.0;sistema;
-15;OP-750;7;Andina;63;;1.0;sistema;
-15;OP-750;7;Caribe;51;;1.0;sistema;
-15;OP-750;7;Orinoquía;40;;1.0;sistema;
-15;OP-750;7;Pacífica;46;;1.0;sistema;
-15;OP-1L;8;Amazonía;45;;1.0;sistema;
-15;OP-1L;8;Andina;56;;1.0;sistema;
-15;OP-1L;8;Caribe;51;;1.0;sistema;
-15;OP-1L;8;Orinoquía;46;;1.0;sistema;
-15;OP-1L;8;Pacífica;50;;1.0;sistema;
-14;SV-750;1;Amazonía;27;;1.0;sistema;
-14;SV-750;1;Andina;42;;1.0;sistema;
-14;SV-750;1;Caribe;35;;1.0;sistema;
-14;SV-750;1;Orinoquía;28;;1.0;sistema;
-14;SV-750;1;Pacífica;34;;1.0;sistema;
-14;SV-1L;2;Amazonía;29;;1.0;sistema;
-14;SV-1L;2;Andina;41;;1.0;sistema;
-14;SV-1L;2;Caribe;35;;1.0;sistema;
-14;SV-1L;2;Orinoquía;31;;1.0;sistema;
-14;SV-1L;2;Pacífica;33;;1.0;sistema;
-14;ED-750;3;Amazonía;13;;1.0;sistema;
-14;ED-750;3;Andina;24;;1.0;sistema;
-14;ED-750;3;Caribe;20;;1.0;sistema;
-14;ED-750;3;Orinoquía;14;;1.0;sistema;
-14;ED-750;3;Pacífica;17;;1.0;sistema;
-14;ED-1L;4;Amazonía;28;;1.0;sistema;
-14;ED-1L;4;Andina;54;;1.0;sistema;
-14;ED-1L;4;Caribe;46;;1.0;sistema;
-14;ED-1L;4;Orinoquía;34;;1.0;sistema;
-14;ED-1L;4;Pacífica;35;;1.0;sistema;
-14;SR-750;5;Amazonía;31;;1.0;sistema;
-14;SR-750;5;Andina;43;;1.0;sistema;
-14;SR-750;5;Caribe;41;;1.0;sistema;
-14;SR-750;5;Orinoquía;34;;1.0;sistema;
-14;SR-750;5;Pacífica;38;;1.0;sistema;
-14;SR-1L;6;Amazonía;25;;1.0;sistema;
-14;SR-1L;6;Andina;41;;1.0;sistema;
-14;SR-1L;6;Caribe;38;;1.0;sistema;
-14;SR-1L;6;Orinoquía;29;;1.0;sistema;
-14;SR-1L;6;Pacífica;34;;1.0;sistema;
-14;OP-750;7;Amazonía;21;;1.0;sistema;
-14;OP-750;7;Andina;44;;1.0;sistema;
-14;OP-750;7;Caribe;36;;1.0;sistema;
-14;OP-750;7;Orinoquía;28;;1.0;sistema;
-14;OP-750;7;Pacífica;30;;1.0;sistema;
-14;OP-1L;8;Amazonía;28;;1.0;sistema;
-14;OP-1L;8;Andina;45;;1.0;sistema;
-14;OP-1L;8;Caribe;34;;1.0;sistema;
-14;OP-1L;8;Orinoquía;29;;1.0;sistema;
-14;OP-1L;8;Pacífica;32;;1.0;sistema;
-13;SV-750;1;Amazonía;27;;1.0;sistema;
-13;SV-750;1;Andina;47;;1.0;sistema;
-13;SV-750;1;Caribe;41;;1.0;sistema;
-13;SV-750;1;Orinoquía;31;;1.0;sistema;
-13;SV-750;1;Pacífica;39;;1.0;sistema;
-13;SV-1L;2;Amazonía;20;;1.0;sistema;
-13;SV-1L;2;Andina;34;;1.0;sistema;
-13;SV-1L;2;Caribe;25;;1.0;sistema;
-13;SV-1L;2;Orinoquía;21;;1.0;sistema;
-13;SV-1L;2;Pacífica;24;;1.0;sistema;
-13;ED-750;3;Amazonía;23;;1.0;sistema;
-13;ED-750;3;Andina;44;;1.0;sistema;
-13;ED-750;3;Caribe;39;;1.0;sistema;
-13;ED-750;3;Orinoquía;29;;1.0;sistema;
-13;ED-750;3;Pacífica;36;;1.0;sistema;
-13;ED-1L;4;Amazonía;26;;1.0;sistema;
-13;ED-1L;4;Andina;52;;1.0;sistema;
-13;ED-1L;4;Caribe;36;;1.0;sistema;
-13;ED-1L;4;Orinoquía;32;;1.0;sistema;
-13;ED-1L;4;Pacífica;33;;1.0;sistema;
-13;SR-750;5;Amazonía;28;;1.0;sistema;
-13;SR-750;5;Andina;48;;1.0;sistema;
-13;SR-750;5;Caribe;45;;1.0;sistema;
-13;SR-750;5;Orinoquía;31;;1.0;sistema;
-13;SR-750;5;Pacífica;39;;1.0;sistema;
-13;SR-1L;6;Amazonía;25;;1.0;sistema;
-13;SR-1L;6;Andina;47;;1.0;sistema;
-13;SR-1L;6;Caribe;38;;1.0;sistema;
-13;SR-1L;6;Orinoquía;28;;1.0;sistema;
-13;SR-1L;6;Pacífica;32;;1.0;sistema;
-13;OP-750;7;Amazonía;24;;1.0;sistema;
-13;OP-750;7;Andina;46;;1.0;sistema;
-13;OP-750;7;Caribe;41;;1.0;sistema;
-13;OP-750;7;Orinoquía;27;;1.0;sistema;
-13;OP-750;7;Pacífica;29;;1.0;sistema;
-13;OP-1L;8;Amazonía;21;;1.0;sistema;
-13;OP-1L;8;Andina;46;;1.0;sistema;
-13;OP-1L;8;Caribe;38;;1.0;sistema;
-13;OP-1L;8;Orinoquía;25;;1.0;sistema;
-13;OP-1L;8;Pacífica;32;;1.0;sistema;
-12;SV-750;1;Amazonía;33;;1.0;sistema;
-12;SV-750;1;Andina;60;;1.0;sistema;
-12;SV-750;1;Caribe;46;;1.0;sistema;
-12;SV-750;1;Orinoquía;39;;1.0;sistema;
-12;SV-750;1;Pacífica;44;;1.0;sistema;
-12;SV-1L;2;Amazonía;42;;1.0;sistema;
-12;SV-1L;2;Andina;86;;1.0;sistema;
-12;SV-1L;2;Caribe;67;;1.0;sistema;
-12;SV-1L;2;Orinoquía;43;;1.0;sistema;
-12;SV-1L;2;Pacífica;56;;1.0;sistema;
-12;ED-750;3;Amazonía;36;;1.0;sistema;
-12;ED-750;3;Andina;53;;1.0;sistema;
-12;ED-750;3;Caribe;47;;1.0;sistema;
-12;ED-750;3;Orinoquía;38;;1.0;sistema;
-12;ED-750;3;Pacífica;41;;1.0;sistema;
-12;ED-1L;4;Amazonía;36;;1.0;sistema;
-12;ED-1L;4;Andina;60;;1.0;sistema;
-12;ED-1L;4;Caribe;58;;1.0;sistema;
-12;ED-1L;4;Orinoquía;44;;1.0;sistema;
-12;ED-1L;4;Pacífica;47;;1.0;sistema;
-12;SR-750;5;Amazonía;59;;1.0;sistema;
-12;SR-750;5;Andina;84;;1.0;sistema;
-12;SR-750;5;Caribe;82;;1.0;sistema;
-12;SR-750;5;Orinoquía;69;;1.0;sistema;
-12;SR-750;5;Pacífica;74;;1.0;sistema;
-12;SR-1L;6;Amazonía;49;;1.0;sistema;
-12;SR-1L;6;Andina;92;;1.0;sistema;
-12;SR-1L;6;Caribe;73;;1.0;sistema;
-12;SR-1L;6;Orinoquía;58;;1.0;sistema;
-12;SR-1L;6;Pacífica;65;;1.0;sistema;
-12;OP-750;7;Amazonía;42;;1.0;sistema;
-12;OP-750;7;Andina;53;;1.0;sistema;
-12;OP-750;7;Caribe;51;;1.0;sistema;
-12;OP-750;7;Orinoquía;44;;1.0;sistema;
-12;OP-750;7;Pacífica;45;;1.0;sistema;
-12;OP-1L;8;Amazonía;34;;1.0;sistema;
-12;OP-1L;8;Andina;60;;1.0;sistema;
-12;OP-1L;8;Caribe;49;;1.0;sistema;
-12;OP-1L;8;Orinoquía;40;;1.0;sistema;
-12;OP-1L;8;Pacífica;47;;1.0;sistema;
-11;SV-750;1;Amazonía;23;;1.0;sistema;
-11;SV-750;1;Andina;39;;1.0;sistema;
-11;SV-750;1;Caribe;34;;1.0;sistema;
-11;SV-750;1;Orinoquía;24;;1.0;sistema;
-11;SV-750;1;Pacífica;29;;1.0;sistema;
-11;SV-1L;2;Amazonía;36;;1.0;sistema;
-11;SV-1L;2;Andina;58;;1.0;sistema;
-11;SV-1L;2;Caribe;44;;1.0;sistema;
-11;SV-1L;2;Orinoquía;39;;1.0;sistema;
-11;SV-1L;2;Pacífica;40;;1.0;sistema;
-11;ED-750;3;Amazonía;29;;1.0;sistema;
-11;ED-750;3;Andina;55;;1.0;sistema;
-11;ED-750;3;Caribe;51;;1.0;sistema;
-11;ED-750;3;Orinoquía;32;;1.0;sistema;
-11;ED-750;3;Pacífica;41;;1.0;sistema;
-11;ED-1L;4;Amazonía;14;;1.0;sistema;
-11;ED-1L;4;Andina;26;;1.0;sistema;
-11;ED-1L;4;Caribe;22;;1.0;sistema;
-11;ED-1L;4;Orinoquía;17;;1.0;sistema;
-11;ED-1L;4;Pacífica;18;;1.0;sistema;
-11;SR-750;5;Amazonía;23;;1.0;sistema;
-11;SR-750;5;Andina;45;;1.0;sistema;
-11;SR-750;5;Caribe;39;;1.0;sistema;
-11;SR-750;5;Orinoquía;27;;1.0;sistema;
-11;SR-750;5;Pacífica;32;;1.0;sistema;
-11;SR-1L;6;Amazonía;11;;1.0;sistema;
-11;SR-1L;6;Andina;22;;1.0;sistema;
-11;SR-1L;6;Caribe;19;;1.0;sistema;
-11;SR-1L;6;Orinoquía;14;;1.0;sistema;
-11;SR-1L;6;Pacífica;15;;1.0;sistema;
-11;OP-750;7;Amazonía;35;;1.0;sistema;
-11;OP-750;7;Andina;55;;1.0;sistema;
-11;OP-750;7;Caribe;44;;1.0;sistema;
-11;OP-750;7;Orinoquía;38;;1.0;sistema;
-11;OP-750;7;Pacífica;39;;1.0;sistema;
-11;OP-1L;8;Amazonía;20;;1.0;sistema;
-11;OP-1L;8;Andina;33;;1.0;sistema;
-11;OP-1L;8;Caribe;32;;1.0;sistema;
-11;OP-1L;8;Orinoquía;21;;1.0;sistema;
-11;OP-1L;8;Pacífica;23;;1.0;sistema;
-10;SV-750;1;Amazonía;38;;1.0;sistema;
-10;SV-750;1;Andina;55;;1.0;sistema;
-10;SV-750;1;Caribe;54;;1.0;sistema;
-10;SV-750;1;Orinoquía;40;;1.0;sistema;
-10;SV-750;1;Pacífica;49;;1.0;sistema;
-10;SV-1L;2;Amazonía;24;;1.0;sistema;
-10;SV-1L;2;Andina;43;;1.0;sistema;
-10;SV-1L;2;Caribe;41;;1.0;sistema;
-10;SV-1L;2;Orinoquía;32;;1.0;sistema;
-10;SV-1L;2;Pacífica;34;;1.0;sistema;
-10;ED-750;3;Amazonía;24;;1.0;sistema;
-10;ED-750;3;Andina;51;;1.0;sistema;
-10;ED-750;3;Caribe;36;;1.0;sistema;
-10;ED-750;3;Orinoquía;30;;1.0;sistema;
-10;ED-750;3;Pacífica;32;;1.0;sistema;
-10;ED-1L;4;Amazonía;34;;1.0;sistema;
-10;ED-1L;4;Andina;59;;1.0;sistema;
-10;ED-1L;4;Caribe;50;;1.0;sistema;
-10;ED-1L;4;Orinoquía;38;;1.0;sistema;
-10;ED-1L;4;Pacífica;39;;1.0;sistema;
-10;SR-750;5;Amazonía;12;;1.0;sistema;
-10;SR-750;5;Andina;24;;1.0;sistema;
-10;SR-750;5;Caribe;20;;1.0;sistema;
-10;SR-750;5;Orinoquía;14;;1.0;sistema;
-10;SR-750;5;Pacífica;18;;1.0;sistema;
-10;SR-1L;6;Amazonía;40;;1.0;sistema;
-10;SR-1L;6;Andina;71;;1.0;sistema;
-10;SR-1L;6;Caribe;63;;1.0;sistema;
-10;SR-1L;6;Orinoquía;55;;1.0;sistema;
-10;SR-1L;6;Pacífica;58;;1.0;sistema;
-10;OP-750;7;Amazonía;36;;1.0;sistema;
-10;OP-750;7;Andina;54;;1.0;sistema;
-10;OP-750;7;Caribe;50;;1.0;sistema;
-10;OP-750;7;Orinoquía;42;;1.0;sistema;
-10;OP-750;7;Pacífica;47;;1.0;sistema;
-10;OP-1L;8;Amazonía;31;;1.0;sistema;
-10;OP-1L;8;Andina;60;;1.0;sistema;
-10;OP-1L;8;Caribe;51;;1.0;sistema;
-10;OP-1L;8;Orinoquía;40;;1.0;sistema;
-10;OP-1L;8;Pacífica;46;;1.0;sistema;
-9;SV-750;1;Amazonía;29;;1.0;sistema;
-9;SV-750;1;Andina;56;;1.0;sistema;
-9;SV-750;1;Caribe;43;;1.0;sistema;
-9;SV-750;1;Orinoquía;35;;1.0;sistema;
-9;SV-750;1;Pacífica;36;;1.0;sistema;
-9;SV-1L;2;Amazonía;33;;1.0;sistema;
-9;SV-1L;2;Andina;57;;1.0;sistema;
-9;SV-1L;2;Caribe;40;;1.0;sistema;
-9;SV-1L;2;Orinoquía;36;;1.0;sistema;
-9;SV-1L;2;Pacífica;39;;1.0;sistema;
-9;ED-750;3;Amazonía;33;;1.0;sistema;
-9;ED-750;3;Andina;58;;1.0;sistema;
-9;ED-750;3;Caribe;48;;1.0;sistema;
-9;ED-750;3;Orinoquía;40;;1.0;sistema;
-9;ED-750;3;Pacífica;42;;1.0;sistema;
-9;ED-1L;4;Amazonía;23;;1.0;sistema;
-9;ED-1L;4;Andina;47;;1.0;sistema;
-9;ED-1L;4;Caribe;38;;1.0;sistema;
-9;ED-1L;4;Orinoquía;25;;1.0;sistema;
-9;ED-1L;4;Pacífica;33;;1.0;sistema;
-9;SR-750;5;Amazonía;29;;1.0;sistema;
-9;SR-750;5;Andina;47;;1.0;sistema;
-9;SR-750;5;Caribe;46;;1.0;sistema;
-9;SR-750;5;Orinoquía;31;;1.0;sistema;
-9;SR-750;5;Pacífica;35;;1.0;sistema;
-9;SR-1L;6;Amazonía;28;;1.0;sistema;
-9;SR-1L;6;Andina;46;;1.0;sistema;
-9;SR-1L;6;Caribe;37;;1.0;sistema;
-9;SR-1L;6;Orinoquía;31;;1.0;sistema;
-9;SR-1L;6;Pacífica;36;;1.0;sistema;
-9;OP-750;7;Amazonía;34;;1.0;sistema;
-9;OP-750;7;Andina;51;;1.0;sistema;
-9;OP-750;7;Caribe;50;;1.0;sistema;
-9;OP-750;7;Orinoquía;36;;1.0;sistema;
-9;OP-750;7;Pacífica;47;;1.0;sistema;
-9;OP-1L;8;Amazonía;30;;1.0;sistema;
-9;OP-1L;8;Andina;49;;1.0;sistema;
-9;OP-1L;8;Caribe;35;;1.0;sistema;
-9;OP-1L;8;Orinoquía;31;;1.0;sistema;
-9;OP-1L;8;Pacífica;32;;1.0;sistema;
-8;SV-750;1;Amazonía;27;;1.0;sistema;
-8;SV-750;1;Andina;48;;1.0;sistema;
-8;SV-750;1;Caribe;38;;1.0;sistema;
-8;SV-750;1;Orinoquía;30;;1.0;sistema;
-8;SV-750;1;Pacífica;34;;1.0;sistema;
-8;SV-1L;2;Amazonía;29;;1.0;sistema;
-8;SV-1L;2;Andina;54;;1.0;sistema;
-8;SV-1L;2;Caribe;47;;1.0;sistema;
-8;SV-1L;2;Orinoquía;31;;1.0;sistema;
-8;SV-1L;2;Pacífica;35;;1.0;sistema;
-8;ED-750;3;Amazonía;55;;1.0;sistema;
-8;ED-750;3;Andina;80;;1.0;sistema;
-8;ED-750;3;Caribe;78;;1.0;sistema;
-8;ED-750;3;Orinoquía;65;;1.0;sistema;
-8;ED-750;3;Pacífica;69;;1.0;sistema;
-8;ED-1L;4;Amazonía;33;;1.0;sistema;
-8;ED-1L;4;Andina;56;;1.0;sistema;
-8;ED-1L;4;Caribe;45;;1.0;sistema;
-8;ED-1L;4;Orinoquía;37;;1.0;sistema;
-8;ED-1L;4;Pacífica;39;;1.0;sistema;
-8;SR-750;5;Amazonía;39;;1.0;sistema;
-8;SR-750;5;Andina;60;;1.0;sistema;
-8;SR-750;5;Caribe;59;;1.0;sistema;
-8;SR-750;5;Orinoquía;47;;1.0;sistema;
-8;SR-750;5;Pacífica;50;;1.0;sistema;
-8;SR-1L;6;Amazonía;32;;1.0;sistema;
-8;SR-1L;6;Andina;59;;1.0;sistema;
-8;SR-1L;6;Caribe;47;;1.0;sistema;
-8;SR-1L;6;Orinoquía;35;;1.0;sistema;
-8;SR-1L;6;Pacífica;38;;1.0;sistema;
-8;OP-750;7;Amazonía;34;;1.0;sistema;
-8;OP-750;7;Andina;60;;1.0;sistema;
-8;OP-750;7;Caribe;54;;1.0;sistema;
-8;OP-750;7;Orinoquía;43;;1.0;sistema;
-8;OP-750;7;Pacífica;46;;1.0;sistema;
-8;OP-1L;8;Amazonía;35;;1.0;sistema;
-8;OP-1L;8;Andina;54;;1.0;sistema;
-8;OP-1L;8;Caribe;46;;1.0;sistema;
-8;OP-1L;8;Orinoquía;37;;1.0;sistema;
-8;OP-1L;8;Pacífica;43;;1.0;sistema;
-7;SV-750;1;Amazonía;39;;1.0;sistema;
-7;SV-750;1;Andina;61;;1.0;sistema;
-7;SV-750;1;Caribe;49;;1.0;sistema;
-7;SV-750;1;Orinoquía;45;;1.0;sistema;
-7;SV-750;1;Pacífica;46;;1.0;sistema;
-7;SV-1L;2;Amazonía;31;;1.0;sistema;
-7;SV-1L;2;Andina;53;;1.0;sistema;
-7;SV-1L;2;Caribe;39;;1.0;sistema;
-7;SV-1L;2;Orinoquía;35;;1.0;sistema;
-7;SV-1L;2;Pacífica;36;;1.0;sistema;
-7;ED-750;3;Amazonía;27;;1.0;sistema;
-7;ED-750;3;Andina;41;;1.0;sistema;
-7;ED-750;3;Caribe;40;;1.0;sistema;
-7;ED-750;3;Orinoquía;32;;1.0;sistema;
-7;ED-750;3;Pacífica;39;;1.0;sistema;
-7;ED-1L;4;Amazonía;9;;1.0;sistema;
-7;ED-1L;4;Andina;19;;1.0;sistema;
-7;ED-1L;4;Caribe;18;;1.0;sistema;
-7;ED-1L;4;Orinoquía;13;;1.0;sistema;
-7;ED-1L;4;Pacífica;17;;1.0;sistema;
-7;SR-750;5;Amazonía;13;;1.0;sistema;
-7;SR-750;5;Andina;23;;1.0;sistema;
-7;SR-750;5;Caribe;19;;1.0;sistema;
-7;SR-750;5;Orinoquía;17;;1.0;sistema;
-7;SR-750;5;Pacífica;18;;1.0;sistema;
-7;SR-1L;6;Amazonía;27;;1.0;sistema;
-7;SR-1L;6;Andina;60;;1.0;sistema;
-7;SR-1L;6;Caribe;54;;1.0;sistema;
-7;SR-1L;6;Orinoquía;36;;1.0;sistema;
-7;SR-1L;6;Pacífica;44;;1.0;sistema;
-7;OP-750;7;Amazonía;31;;1.0;sistema;
-7;OP-750;7;Andina;50;;1.0;sistema;
-7;OP-750;7;Caribe;44;;1.0;sistema;
-7;OP-750;7;Orinoquía;39;;1.0;sistema;
-7;OP-750;7;Pacífica;40;;1.0;sistema;
-7;OP-1L;8;Amazonía;20;;1.0;sistema;
-7;OP-1L;8;Andina;41;;1.0;sistema;
-7;OP-1L;8;Caribe;34;;1.0;sistema;
-7;OP-1L;8;Orinoquía;21;;1.0;sistema;
-7;OP-1L;8;Pacífica;28;;1.0;sistema;
-6;SV-750;1;Amazonía;32;;1.0;sistema;
-6;SV-750;1;Andina;54;;1.0;sistema;
-6;SV-750;1;Caribe;50;;1.0;sistema;
-6;SV-750;1;Orinoquía;35;;1.0;sistema;
-6;SV-750;1;Pacífica;45;;1.0;sistema;
-6;SV-1L;2;Amazonía;36;;1.0;sistema;
-6;SV-1L;2;Andina;53;;1.0;sistema;
-6;SV-1L;2;Caribe;43;;1.0;sistema;
-6;SV-1L;2;Orinoquía;37;;1.0;sistema;
-6;SV-1L;2;Pacífica;42;;1.0;sistema;
-6;ED-750;3;Amazonía;34;;1.0;sistema;
-6;ED-750;3;Andina;51;;1.0;sistema;
-6;ED-750;3;Caribe;48;;1.0;sistema;
-6;ED-750;3;Orinoquía;36;;1.0;sistema;
-6;ED-750;3;Pacífica;39;;1.0;sistema;
-6;ED-1L;4;Amazonía;28;;1.0;sistema;
-6;ED-1L;4;Andina;40;;1.0;sistema;
-6;ED-1L;4;Caribe;37;;1.0;sistema;
-6;ED-1L;4;Orinoquía;30;;1.0;sistema;
-6;ED-1L;4;Pacífica;36;;1.0;sistema;
-6;SR-750;5;Amazonía;34;;1.0;sistema;
-6;SR-750;5;Andina;50;;1.0;sistema;
-6;SR-750;5;Caribe;46;;1.0;sistema;
-6;SR-750;5;Orinoquía;37;;1.0;sistema;
-6;SR-750;5;Pacífica;41;;1.0;sistema;
-6;SR-1L;6;Amazonía;30;;1.0;sistema;
-6;SR-1L;6;Andina;55;;1.0;sistema;
-6;SR-1L;6;Caribe;47;;1.0;sistema;
-6;SR-1L;6;Orinoquía;37;;1.0;sistema;
-6;SR-1L;6;Pacífica;39;;1.0;sistema;
